,image,nationality,id_recipe,rating,calories,total fat,sugar,sodium,protein,saturated fat,carbohydrates,minutes,original_name,ingredients,recipe
19,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fcdn-image.foodandwine.com%2Fsites%2Fdefault%2Ffiles%2Fstyles%2Fmedium_2x%2Fpublic%2F1553618584%2FMoqueca-Brazilian-Seafood-Stew-FT-recipe0519.jpg%3Fitok%3DS6mBQHZ5&w=450&c=sc&poi=face&q=85,Brazilian,382112,-1.0,955.2,69.0,308.0,65.0,102.0,131.0,31.0,45,Moqueca,"['Lime, juice of', 'Ground cumin', 'Paprika', 'Garlic cloves', 'Salt', 'Ground black pepper', 'Serrano chili', 'Tilapia fillets', 'Olive oil', 'Onions', 'Bell peppers', 'Diced tomatoes', 'Tomato paste', 'Coconut milk', 'Palm oil', 'Fish sauce', 'Fresh cilantro', 'Hard-boiled eggs']","['Lime, juice of', 'Ground cumin', 'Paprika', 'Garlic cloves', 'Salt', 'Ground black pepper', 'Serrano chili', 'Tilapia fillets', 'Olive oil', 'Onions', 'Bell peppers', 'Diced tomatoes', 'Tomato paste', 'Coconut milk', 'Palm oil', 'Fish sauce', 'Fresh cilantro', 'Hard-boiled eggs']"
20,https://previews.123rf.com/images/luizrocha/luizrocha1708/luizrocha170800181/84115597-grilled-picanha-traditional-brazilian-cut-.jpg,Brazilian,488497,-1.0,124.9,20.0,0.0,884.0,0.0,9.0,0.0,25,Picanha,"['Tri-tip roast', 'Coarse salt', 'Garlic cloves', 'Olive oil']","['Tri-tip roast', 'Coarse salt', 'Garlic cloves', 'Olive oil']"
21,https://static.fanpage.it/wp-content/uploads/sites/21/2017/11/brigadeiro.jpg,Brazilian,343401,-1.0,70.6,3.0,43.0,1.0,3.0,6.0,3.0,60,Brigadeiro,"['Sweetened condensed milk', 'Margarine', 'Cocoa powder', 'Chocolate sprinkles']","['Sweetened condensed milk', 'Margarine', 'Cocoa powder', 'Chocolate sprinkles']"
22,https://www.saborbrasil.it/system/images/imgs/000/000/372/big/farofa_sito.jpg?1512990062,Brazilian,13935,-1.0,58.2,10.0,0.0,1.0,0.0,20.0,0.0,15,Farofa,"['Butter', 'Manioc flour', 'Salt']","['Butter', 'Manioc flour', 'Salt']"
23,https://www.vegrecipesofindia.com/wp-content/uploads/2010/01/masala-dosa-recipe-restaurant-style.jpg,Indian,27028,-1.0,498.6,14.0,22.0,0.0,31.0,6.0,29.0,1710,Masala Dosa,"['Parboiled rice', 'Rice', 'Urad dal', 'Fenugreek seeds', 'Salt', 'Oil', 'Ghee', 'Mustard seeds', 'Gram dal', 'Onions', 'Green chilies', 'Ginger', 'Curry leaves', 'Red chili powder', 'Turmeric powder', 'Potatoes', 'Coriander leaves', 'Lemon', 'Asafoetida powder', 'Dried red chilies', 'Coconut', 'Tamarind pulp']","['Parboiled rice', 'Rice', 'Urad dal', 'Fenugreek seeds', 'Salt', 'Oil', 'Ghee', 'Mustard seeds', 'Gram dal', 'Onions', 'Green chilies', 'Ginger', 'Curry leaves', 'Red chili powder', 'Turmeric powder', 'Potatoes', 'Coriander leaves', 'Lemon', 'Asafoetida powder', 'Dried red chilies', 'Coconut', 'Tamarind pulp']"
24,https://img.taste.com.au/IanMIS-F/w720-h480-cfill-q80/taste/2017/06/lamb-rogan-josh-127388-1.jpg,Indian,157174,5.0,104.2,10.0,16.0,0.0,5.0,20.0,3.0,70,Rogan Josh,"['Beef sirloin tip', 'Yellow onion', 'Diced tomatoes', 'Plain nonfat yogurt', 'Ground coriander', 'Ground cumin', 'Cayenne', 'Ground turmeric', 'Garam masala', 'Garlic cloves', 'Ginger', 'Ghee']","['Beef sirloin tip', 'Yellow onion', 'Diced tomatoes', 'Plain nonfat yogurt', 'Ground coriander', 'Ground cumin', 'Cayenne', 'Ground turmeric', 'Garam masala', 'Garlic cloves', 'Ginger', 'Ghee']"
25,https://www.indianhealthyrecipes.com/wp-content/uploads/2018/04/lassi.jpg,Indian,481431,5.0,1034.7,99.0,57.0,64.0,145.0,121.0,12.0,86,Lassi,"['Ground beef', 'Ground pork', 'Eggs', 'Seasoned bread crumbs', 'Onion', 'Green pepper', 'Worcestershire sauce', 'Pepper', 'Salt', 'Ketchup', 'Brown sugar', 'Dijon mustard']","['Ground beef', 'Ground pork', 'Eggs', 'Seasoned bread crumbs', 'Onion', 'Green pepper', 'Worcestershire sauce', 'Pepper', 'Salt', 'Ketchup', 'Brown sugar', 'Dijon mustard']"
26,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/chicken-tandori-1526595014.jpg?resize=480:*,Indian,108634,5.0,67.9,5.0,1.0,1.0,15.0,5.0,0.0,40,Tandoori Chicken,"['Chicken breasts', 'Tandoori paste', 'Yogurt', 'Lime, juice of', 'Garlic']","['Chicken breasts', 'Tandoori paste', 'Yogurt', 'Lime, juice of', 'Garlic']"
27,https://www.awesomecuisine.com/wp-content/uploads/2008/02/palak_paneer_recipe.jpg,Indian,357820,5.0,357.3,28.0,58.0,174.0,45.0,48.0,9.0,35,Palak paneer,"['Cottage cheese', 'Baby spinach', 'Butter', 'Cumin seed', 'Onions', 'Green chili peppers', 'Ginger-garlic paste', 'Red chili powder', 'Coriander powder', 'Tomatoes', 'Water', 'Salt', 'Garam masala powder', 'Heavy cream', 'Cilantro']","['Cottage cheese', 'Baby spinach', 'Butter', 'Cumin seed', 'Onions', 'Green chili peppers', 'Ginger-garlic paste', 'Red chili powder', 'Coriander powder', 'Tomatoes', 'Water', 'Salt', 'Garam masala powder', 'Heavy cream', 'Cilantro']"
28,https://www.budgetbytes.com/wp-content/uploads/2010/09/Homemade-Naan-stack-1.jpg,Indian,499504,4.0,6.6,0.0,0.0,36.0,1.0,0.0,0.0,70,Naan,"['Whole wheat flour', 'Salt', 'Quick-rising yeast', 'Vegetable oil', 'Warm water', 'Nigella seeds']","['Whole wheat flour', 'Salt', 'Quick-rising yeast', 'Vegetable oil', 'Warm water', 'Nigella seeds']"
29,https://s23209.pcdn.co/wp-content/uploads/2019/02/Easy-Chicken-Tikka-MasalaIMG_8253.jpg,Indian,366562,5.0,411.6,41.0,31.0,5.0,61.0,88.0,4.0,30,Chicken Tikka Masala,"['Boneless skinless chicken breasts', 'Ground ginger', 'Garlic cloves', 'Ground cumin', 'Ground coriander', 'Cayenne pepper', 'Salt', 'Fresh cracked pepper', 'Fresh cilantro', 'Fresh lime juice', 'Olive oil', 'Onion', 'Red jalapeno chile', 'Coconut milk', 'Fresh lemon juice']","['Boneless skinless chicken breasts', 'Ground ginger', 'Garlic cloves', 'Ground cumin', 'Ground coriander', 'Cayenne pepper', 'Salt', 'Fresh cracked pepper', 'Fresh cilantro', 'Fresh lime juice', 'Olive oil', 'Onion', 'Red jalapeno chile', 'Coconut milk', 'Fresh lemon juice']"
30,https://cdn.apartmenttherapy.info/image/upload/v1556570565/k/Photo/Recipes/2019-05-How-To-Chilaquiles/JoeLingeman_2019-04-22_PHOTO_Kitchn65551_HT_Chilaquiles.jpg,Mexican,199655,5.0,305.2,8.0,6.0,2.0,44.0,6.0,14.0,45,Chilaquiles,"['Cooking spray', 'Onion', 'Garlic cloves', 'Cooked chicken breasts', 'Black beans', 'Reduced-sodium fat-free chicken broth', 'Salsa de chile fresco', 'Corn tortillas', 'Queso blanco']","['Cooking spray', 'Onion', 'Garlic cloves', 'Cooked chicken breasts', 'Black beans', 'Reduced-sodium fat-free chicken broth', 'Salsa de chile fresco', 'Corn tortillas', 'Queso blanco']"
31,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/ChickRedMole.JPG/1200px-ChickRedMole.JPG,Mexican,81185,4.666666666666667,115.9,7.0,21.0,19.0,9.0,3.0,5.0,15,Mole,"['Frozen peas', 'Hass avocado', 'Salt', 'Lemons, juice of', 'Tomatoes', 'Onion', 'Cilantro']","['Frozen peas', 'Hass avocado', 'Salt', 'Lemons, juice of', 'Tomatoes', 'Onion', 'Cilantro']"
32,https://cdn.crownmediadev.com/4c/f1/2be5b57b4ff390602289bef7f79e/home-family-pork-tamales.jpg,Mexican,72065,3.0,344.5,32.0,1.0,18.0,34.0,22.0,7.0,70,Tamales,"['Masa harina flour', 'Chicken broth', 'Corn oil', 'Salt', 'Baking powder', 'Chicken', 'Green tomatillo sauce', 'Corn husk']","['Masa harina flour', 'Chicken broth', 'Corn oil', 'Salt', 'Baking powder', 'Chicken', 'Green tomatillo sauce', 'Corn husk']"
33,https://images.media-allrecipes.com/userphotos/392206.jpg,Mexican,37639,-1.0,955.4,125.0,22.0,12.0,59.0,141.0,9.0,150,Enchiladas Verdes,"['Water', 'Tomatillos', 'Onions', 'Garlic cloves', 'Serrano chilies', 'Fresh cilantro', 'Vegetable oil', 'Salt', 'Whole chicken breasts', 'Onion', 'Corn tortillas', 'Creme fraiche', 'Monterey jack cheese']","['Water', 'Tomatillos', 'Onions', 'Garlic cloves', 'Serrano chilies', 'Fresh cilantro', 'Vegetable oil', 'Salt', 'Whole chicken breasts', 'Onion', 'Corn tortillas', 'Creme fraiche', 'Monterey jack cheese']"
34,https://www.daringgourmet.com/wp-content/uploads/2018/09/Pozole-Rojo-3-square-1.jpg,Mexican,405929,5.0,1320.3,130.0,50.0,32.0,172.0,143.0,17.0,145,Pozole,"['Pork shoulder', 'Hominy', 'Ancho chilies', 'Guajillo chilies', 'Garlic', 'Black pepper', 'Salt', 'Cabbage', 'Radish', 'White onion', 'Fresh cilantro', 'Lime', 'Red chili pepper flakes', 'Oregano']","['Pork shoulder', 'Hominy', 'Ancho chilies', 'Guajillo chilies', 'Garlic', 'Black pepper', 'Salt', 'Cabbage', 'Radish', 'White onion', 'Fresh cilantro', 'Lime', 'Red chili pepper flakes', 'Oregano']"
35,https://www.thespruceeats.com/thmb/YP9w1kCLxRrZhOuNxEqKlUL6xYU=/1247x935/smart/filters:no_upscale()/tacosalpastor-5b65b59046e0fb00825d491b.jpg,Mexican,99043,5.0,1300.3,63.0,70.0,62.0,175.0,58.0,47.0,80,Tacos al Pastor,"['Pasilla chiles', 'Guajillo chilies', 'Garlic head', 'White vinegar', 'Cumin', 'Whole cloves', 'Salt', 'Fresh pineapple', 'Pork', 'Onion', 'Fresh cilantro', 'Limes', 'Tortillas']","['Pasilla chiles', 'Guajillo chilies', 'Garlic head', 'White vinegar', 'Cumin', 'Whole cloves', 'Salt', 'Fresh pineapple', 'Pork', 'Onion', 'Fresh cilantro', 'Limes', 'Tortillas']"
36,https://lacocinadefrabisa.lavozdegalicia.es/wp-content/uploads/2019/05/tortilla-espa%C3%B1ola.jpg,Spanish,475591,-1.0,285.0,41.0,10.0,51.0,14.0,23.0,1.0,45,Tortilla de patatas,"['Simply potatoes diced potatoes with onion', 'Extra virgin olive oil', 'Green onions', 'Salt', 'Eggs', 'Red bell pepper', 'Tomatoes', 'Ciabatta rolls', 'Goat cheese']","['Simply potatoes diced potatoes with onion', 'Extra virgin olive oil', 'Green onions', 'Salt', 'Eggs', 'Red bell pepper', 'Tomatoes', 'Ciabatta rolls', 'Goat cheese']"
37,https://www.donnamoderna.com/wp-content/uploads/2008/08/ricetta-paella-piccante-alla-valenciana-725x545.jpg,Spanish,439143,-1.0,462.6,26.0,13.0,42.0,56.0,22.0,14.0,70,Paella,"['Large shrimp', 'Green bell pepper', 'Chicken breasts', 'Smoked sausage', 'Onion', 'Diced tomatoes', 'Sweet rice', 'Chicken broth', 'Dry red wine', 'Saffron thread', 'Bay leaf', 'Salt', 'Frozen peas', 'Seafood', 'Oil']","['Large shrimp', 'Green bell pepper', 'Chicken breasts', 'Smoked sausage', 'Onion', 'Diced tomatoes', 'Sweet rice', 'Chicken broth', 'Dry red wine', 'Saffron thread', 'Bay leaf', 'Salt', 'Frozen peas', 'Seafood', 'Oil']"
38,https://www.seriouseats.com/recipes/images/2015/09/20150910-pan-con-tomate-kenji-10-1500x1125.jpg,Spanish,197709,5.0,196.2,3.0,10.0,16.0,13.0,2.0,12.0,3,Pan con tomate,"['Crusty bread', 'Garlic cloves', 'Tomatoes', 'Extra virgin olive oil', 'Sea salt']","['Crusty bread', 'Garlic cloves', 'Tomatoes', 'Extra virgin olive oil', 'Sea salt']"
39,https://assets.epicurious.com/photos/57aa23ebde966cd27ad74903/2:1/w_1260%2Ch_630/chorizo.jpg,Spanish,190891,5.0,72.5,7.0,0.0,6.0,5.0,10.0,1.0,35,Chorizo,"['Chorizo sausages', 'Olive oil', 'Water', 'Butter', 'Salt', 'Plain flour', 'Eggs']","['Chorizo sausages', 'Olive oil', 'Water', 'Butter', 'Salt', 'Plain flour', 'Eggs']"
40,https://estaticos.miarevista.es/uploads/images/recipe/5982eb825cafe8a4103c986a/pulpoalagallega_0.jpg,Spanish,60083,-1.0,281.2,3.0,8.0,22.0,72.0,2.0,8.0,40,Pulpo a la gallega,"['Octopus', 'Onion', 'Bay leaves', 'Potatoes', 'Hot paprika', 'Sea salt', 'Extra virgin olive oil']","['Octopus', 'Onion', 'Bay leaves', 'Potatoes', 'Hot paprika', 'Sea salt', 'Extra virgin olive oil']"
41,https://upload.wikimedia.org/wikipedia/commons/1/16/Patatas_bravas_madrid.jpg,Spanish,66329,4.0,245.6,21.0,15.0,1.0,6.0,9.0,8.0,40,Patatas bravas,"['Potato', 'Olive oil', 'Salt and pepper', 'Onion', 'Garlic clove', 'Chili flakes', 'Cumin', 'Paprika', 'Tomato paste', 'Dry white wine', 'Tomatoes', 'Fresh parsley']","['Potato', 'Olive oil', 'Salt and pepper', 'Onion', 'Garlic clove', 'Chili flakes', 'Cumin', 'Paprika', 'Tomato paste', 'Dry white wine', 'Tomatoes', 'Fresh parsley']"
42,http://farm4.staticflickr.com/3870/14829534336_663204478b_z.jpg,Spanish,254556,4.0,281.0,22.0,8.0,24.0,22.0,20.0,8.0,20,Croquetas,"['Eggs', 'Flour', 'Paprika', 'Olive oil', 'Salt and pepper', 'Milk', 'Ham', 'Onion', 'Breadcrumbs']","['Eggs', 'Flour', 'Paprika', 'Olive oil', 'Salt and pepper', 'Milk', 'Ham', 'Onion', 'Breadcrumbs']"
43,https://www.bascofinefoods.com/spanish-recipes-wpfiles/wp-content/uploads/2018/11/ensaladilla-rusa.jpg,Spanish,229277,-1.0,395.4,26.0,17.0,16.0,25.0,14.0,16.0,1820,Ensaladilla Rusa,"['Potatoes', 'Roasted red peppers', 'Peas and carrots', 'Hard-boiled eggs', 'Tuna', 'Mayonnaise', 'White asparagus']","['Potatoes', 'Roasted red peppers', 'Peas and carrots', 'Hard-boiled eggs', 'Tuna', 'Mayonnaise', 'White asparagus']"
44,https://www.fromagesuisse.ch/fileadmin/_processed_/8/6/csm_recipe_2234_141e08ad67.jpg,Swiss,84797,4.142857142857143,1615.2,154.0,323.0,74.0,182.0,193.0,30.0,25,Fondue,"['Beef steaks', 'Vegetable oil', 'Spicy mustard', 'Fresh lemon juice', 'Honey', 'Brown sugar', 'Ketchup', 'Hot sauce', 'Sour cream', 'Fresh garlic', 'Fresh parsley', 'Dried dill weed']","['Beef steaks', 'Vegetable oil', 'Spicy mustard', 'Fresh lemon juice', 'Honey', 'Brown sugar', 'Ketchup', 'Hot sauce', 'Sour cream', 'Fresh garlic', 'Fresh parsley', 'Dried dill weed']"
45,https://s3.amazonaws.com/finecooking.s3.tauntonclud.com/app/uploads/2017/04/18144734/fc48ho050-02-main.jpg,Swiss,86768,4.0,4076.9,491.0,1181.0,71.0,53.0,1001.0,118.0,15,Rosti,"['Semisweet chocolate', 'Heavy cream', 'Butter', ', ""confectioners', ' sugar']","['Semisweet chocolate', 'Heavy cream', 'Butter', ', ""confectioners', ' sugar']"
46,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Raclette2.jpg/220px-Raclette2.jpg,Swiss,125467,-1.0,503.8,21.0,32.0,1.0,20.0,10.0,29.0,40,Raclette,"['Pizza crust', 'Potatoes', 'Onions', 'Garlic cloves', 'Raclette cheese', 'Lemon', 'Dried oregano', 'Olive oil', 'Salt', 'Black pepper']","['Pizza crust', 'Potatoes', 'Onions', 'Garlic cloves', 'Raclette cheese', 'Lemon', 'Dried oregano', 'Olive oil', 'Salt', 'Black pepper']"
